head_type,rel,tail_type
显示器,has,屏幕
打印机,has,打印功能
数码产品,has,录音设备
歌曲,has,RAP
图书,has,"丛书名十三五规划教材"""
服务器,has,产品机型
手表,has,公司
显卡,has,适用CPU接口
乐曲,has,发行公司
摄影摄像,has,镜头
香蕉类,has,主料
角色,has,女儿
人物,has,兵器
运动员,has,弟弟
休闲游戏,has,安卓游戏大小
无线网卡,has,总线类型
人物,has,事件
歌曲,has,乐队
摄影器材,has,镜头卡口
歌曲,has,人物
大家电,has,公司
装扮类小游戏,has,发行公司
影视作品,has,出版社
动物,has,时代
漫画作品,has,其他出版社
连环画,has,开本
糕点/点心,has,主要食材
数码产品,has,显像管类型
手机,has,语音功能
教育公司,has,登记机关
电子数码配件,has,转换器
动物,has,主要食物
单机游戏,has,发行公司
燃气灶,has,面板材质
公职人员,has,民族
画册,has,ISBN
手机,has,外屏
公立大学,has,主要院系
射击游戏,has,开发厂商
解谜类小游戏,has,发行公司
纪录片,has,ISBN
厨房电器,has,杯体材质
中餐地方菜,has,材料
手机,has,主屏幕
音频设备,has,声道系统
书籍,has,装帧
笔记本电脑,has,CPU型号
虾类,has,材料
泰国电视剧,has,发行公司
武器,has,稀有
数码产品,has,CPU架构
家常菜,has,配料
中学校,has,现有学生
休闲游戏,has,厂商
电脑硬件,has,厂商
电脑,has,芯片厂商
饼干,has,主要食材
手机软件,has,研发公司
菜品,has,白砂糖
工具书,has,装帧
书籍,has,时期
图书,has,运营
笔记本电脑,has,显存类型
蔬菜类及制品,has,材料
动画片,has,动画状态
播放机,has,RAM
电子电器产品,has,交换机类型
南北干货,has,主料
刊物,has,装帧
笔记本电脑,has,内存类型
数码产品,has,设计
生活软件,has,时间
粮油调味/速食/干货/烘焙,has,主料
格斗游戏,has,游戏ROM
管理软件,has,研发公司
电子电器产品,has,光驱类型
长篇小说,has,装帧
菜品,has,红酒
菌菇类,has,调味品
兑换卡,has,卡包
电脑配件,has,适用CPU接口
物品,has,装帧
基金会,has,登记机关
人物,has,叔叔
冒险游戏,has,屏幕
家常菜,has,调味料
电子电器产品,has,显卡供电接口
笔记本电脑,has,预装操作系统
政协领导,has,职业
电子电器产品,has,打印方式
电子元器件,has,封装材料
音乐作品,has,发行公司
解谜游戏,has,日期
影视作品,has,出品公司
游戏,has,开发公司
网络设备,has,产品内存
键盘,has,多媒体功能键
投影仪,has,灯泡
机械轴承,has,国内旧型号
航天员,has,国籍
电子元器件,has,CPU插槽
电脑硬件,has,CPU频率
茄果瓜类,has,适种地区
电子电器产品,has,适用主板
平板电脑/MID,has,屏幕
摇滚乐队,has,职业
动作类小游戏,has,画面
电脑硬件,has,缓存
厨房电器,has,点火方式
电脑,has,处理器
菜品,has,豆腐
民办非企业单位,has,登记管理机关
电脑硬件,has,AMD芯片
兽医,has,国籍
汽车,has,车身
游戏,has,支持终端
喜剧,has,出品公司
电脑配件,has,机箱材质
数码产品,has,显存容量
路由器,has,防火墙功能
麻将游戏,has,开发商
装扮类小游戏,has,日期
游戏软件,has,开发商
公司,has,民族
电脑主板,has,芯片厂商
播放软件,has,时间
电脑,has,预装系统
电脑硬件,has,显卡插槽
手机游戏,has,厂商
处理器,has,CPU插槽
人物,has,ISBN
火锅菜,has,主料
机械设备,has,设备
台式电脑,has,CPU主频
汽车,has,转向系统
打印机,has,打印范围
二级学院,has,学生
音乐,has,歌曲语言
教育机构,has,主要院系
游戏服务,has,种族
面粉类,has,配料
播放机,has,出版社
学生,has,职业
豆科菜,has,材料
职业学校,has,主要院系
电脑机箱,has,机箱结构
动物,has,重庆特有种
建筑业工作人员,has,国籍
笔记本电脑,has,触控屏
电脑硬件,has,L2缓存
电子电器产品,has,显卡类型
菌菇类,has,主料
数码产品,has,存储空间
言情小说,has,出版社
工艺品,has,材料
厨具,has,材质
足球俱乐部,has,赞助商
网络游戏,has,ISBN
韩国电视剧,has,发行公司
教育书籍,has,装帧
数码产品,has,刷头
人物,has,儿媳
时间,has,历史事件
事件,has,人物
电子电器产品,has,可选档位
工业产品,has,轴承系列
电影,has,出品公司
音乐作品,has,公司
手机,has,存储卡
歌曲,has,作词
机械轴承,has,轴承接触角
元代散曲,has,年代
电子电器产品,has,摄像头像素
电脑配件,has,前置接口
服饰,has,材质
面粉类,has,调味料
打印机,has,供纸方式
演艺组合,has,专辑
消除类游戏,has,支持终端
角接触球轴承,has,轴承系列
小说,has,其他出版社
电脑配件,has,主板板型
茄果瓜类,has,瓜长
策略游戏,has,开发商
棋牌卡牌游戏,has,开发商
影视歌曲,has,歌曲
考试机构,has,登记机关
南北干货,has,配料
计算机软件,has,来自
手机,has,机身
手机,has,搭载
音频设备,has,播放功能
宗教人物,has,民族
电脑硬件,has,网卡芯片
安全软件,has,硬件相关
设色画,has,材质
流行歌曲,has,歌曲
MP4播放器,has,存储介质
教练,has,民族
电脑硬件,has,北桥芯片
互联网公司,has,登记机关
主板,has,主板板型
主任,has,国籍
电子电器产品,has,电源版本
打印机,has,内存
电脑硬件,has,显卡属性
存储设备,has,风扇
音乐,has,装帧
投资公司,has,登记机关
零食/坚果/特产,has,配料
即时战略游戏,has,开发商
数码产品,has,端口
农作物,has,品种作物
主打歌曲,has,唱片公司
数码产品,has,取景器类型
数码产品,has,最佳观看距离
乐队,has,键盘
电脑硬件,has,集成CPU
学院,has,校歌
一体机,has,处理器
武器,has,国家
明星,has,民族
协会,has,现有会员
甜品点心,has,食材
书籍,has,开本/纸张
电子元器件,has,显存位宽
电脑,has,显存
机械设备,has,材料
手机软件,has,时间
乐队,has,民族
歌曲,has,主题曲
政府部门,has,火车站
Vocaloid歌曲,has,作词
手机软件,has,软件厂商
电脑硬件,has,主板结构
游戏,has,出版社
休闲益智游戏,has,支持分辨率
昆虫纲,has,寄主昆虫
数码产品,has,L3缓存
处理器,has,CPU主频
糕饼点心,has,食材
数码产品,has,开关
录像机,has,处理器
佛教典籍,has,ISBN
古诗词,has,年代
政府,has,主任
物品,has,年代
宗教人物,has,母亲
电脑硬件,has,内存插槽
路由器,has,内置防火墙
乳制品,has,主要食材
箱包,has,配件类型
手机,has,存储空间
三级甲等医院,has,医院院长
投影机,has,灯泡
公寓,has,饮用水
歌曲,has,琵琶
学院,has,学校
大米,has,品种类型
电脑硬件,has,机箱类型
数码产品,has,主芯片组
演艺组合,has,民族
粮油米面,has,食材
电脑硬件,has,主板总线
益智游戏,has,屏幕
麻将游戏,has,发行公司
办公用品,has,墨盒类型
纪录片,has,出品公司
鸟类,has,亚种
电脑硬件,has,配件类型
植物,has,蔷薇亚目
电子电器产品,has,80PLUS标准
图书,has,策划编辑
鱼类,has,工具
数码产品,has,生产厂家
服务器,has,二级缓存
书籍,has,作画
厨房电器,has,内胆材料
数码产品,has,核心架构
滚子轴承,has,轴承外径
根茎类,has,工具
粉,has,主料
公司,has,员工
歌曲,has,贝斯
摄影器材,has,镜头画幅
歌曲,has,贝司
电脑硬件,has,总线类型
数码产品,has,机箱结构
游戏,has,开发商
物品,has,开采工具
乐曲,has,唱片公司
游戏,has,出品公司
电脑硬件,has,CPU平台
箱包,has,材质
角色,has,妻子
导航仪,has,地图软件
人民政府部门,has,书记
存储设备,has,缓存
坦克,has,角色
动作游戏,has,支持固件
无线路由器,has,局域网接口
文玩古董,has,卡包
图书,has,图书策划公司
电子元器件,has,配置
西式点心,has,主要食材
数码产品,has,视频接口
显卡,has,显示芯片型号
手表,has,防水
手机,has,红外/蓝牙
冒险解谜游戏,has,开发商
电子电器产品,has,CPU
地图书籍,has,出版社
戏曲,has,出版社
电子电器产品,has,CPU型号
武器,has,出自游戏
角色扮演游戏,has,开发厂商
欧美电影,has,发行公司
数码产品,has,输出接口
学院,has,重点实验室
植物,has,亚种
工业材料,has,材料
月刊,has,出版商
时间,has,事件
策略游戏,has,发行公司
棋牌卡牌游戏,has,发行公司
教育机构,has,登记机关
一体电脑,has,CPU频率
打印机,has,网络接口
格斗游戏,has,开发商
电子数码配件,has,摄像头像素
数码产品,has,感光元件
扫描设备,has,扫描元件
应用软件,has,支持设备
人物,has,民族
格斗游戏,has,出品公司
公立中学,has,校歌
Flash小游戏,has,开发商
物品,has,轴承型号
基金会,has,登记部门
电子电器产品,has,显存类型
蔬菜类及制品,has,亚种
菜品,has,菠菜
菜品,has,红萝卜
播放机,has,发行公司
同人歌曲,has,歌曲原唱
电子电器产品,has,内存类型
人物,has,出品公司
即时战略游戏,has,发行公司
小程序,has,开发商
动作游戏,has,时间
打印机,has,墨盒类型
影音设备,has,音乐格式
杂志,has,国内统一刊号
笔记本电脑,has,主板芯片
消除类游戏,has,开发商
国家机关,has,组织机构
游戏软件,has,日期
电子数码配件,has,电源版本
音频设备,has,硬盘
主板,has,芯片组
菜品,has,辅食
虾类,has,主料
动物品种,has,年代
话剧,has,出品公司
乐队,has,发行公司
手机,has,内存
蛋品,has,主料
电脑硬件,has,主板接口
显示器,has,显像管类型
南北干货,has,主要食材
家用笔记本电脑,has,CPU系列
网络设备,has,总线类型
计算机网络设备,has,其它端口
高中学校,has,主要院系
休闲益智游戏,has,画面
人物,has,母亲
纪录片,has,摄像
工具软件,has,时间
连环画,has,ISBN
历史书籍,has,出版社
益智类小游戏,has,画面
笔记本电脑,has,CPU系列
键盘,has,键盘结构
交通工具,has,行李箱容积
电脑硬件,has,芯片厂商
数码产品,has,外接耳机
工具软件,has,软件厂商
农作物,has,研发单位
图书,has,时期
导航设备,has,处理器
笔记本电脑,has,硬盘容量(GB)
笔记本电脑,has,硬盘类型
数码相机,has,液晶屏像素
国家机关,has,主任
动画,has,动画制作
影音设备,has,屏幕
笔记本电脑,has,存储设备
学校,has,学生
手机,has,后置摄像头
政府部门,has,事业单位
虾类,has,所用厨具
笔记本电脑,has,英寸显卡芯片
笔记本电脑,has,主板板型
歌曲,has,和声演唱
手机,has,和弦铃声
汽车,has,底盘
政府部门,has,内设科室
诗作,has,年代
佛教典籍,has,装帧
图书,has,书籍类别
书籍,has,书籍设计
数码产品,has,幕布材质
人民政府部门,has,专业技术人员
肉禽蛋类,has,工具
图书,has,绘图
豆科菜,has,亚种
工程技术人员,has,职业
策略游戏,has,日期
空调,has,室内机噪音
拼图游戏,has,开发商
CPU,has,IDE接口
人民政府部门,has,稽查局
无线路由器,has,WDS功能
电脑,has,声卡描述
大学,has,院系设置
时间,has,ISBN
根茎类,has,主要材料
手机,has,感光元件
图书,has,来自
平板电脑/MID,has,显卡芯片
蓝牙耳机,has,耳机配件
演艺组合,has,签约公司
管理咨询公司,has,登记机关
曲目,has,歌曲语言
电器,has,箱体材质
电脑硬件,has,处理器
大家电,has,面板材质
乐队,has,经纪公司
音乐团体,has,专辑
化妆品,has,生产公司
图书,has,书籍
教育组织机构,has,主要院系
高校在校生,has,民族
打印机,has,网络打印
网游小说,has,小说系列
冒险解谜游戏,has,发行公司
塔防游戏,has,开发商
电子电器产品,has,显卡
民族族群,has,国籍
动漫作品,has,首播电视台
数码产品,has,CPU插槽
个人电脑,has,主板芯片组
农作物,has,幼苗
励志书籍,has,ISBN
面粉类,has,面团材料
电脑,has,显卡芯片
数码产品,has,散热方式
休闲游戏,has,屏幕
电视机,has,端口
豆腐,has,佐料
昆虫,has,食物
电脑硬件,has,显示芯片系列
电视机,has,最佳观看距离
设计师,has,职业
事件,has,职业
书籍,has,人物
数码产品,has,地图软件
海鲜水产,has,年代
歌曲,has,翻唱
Flash小游戏,has,发行公司
石刻,has,文物原属
武器,has,来自
事件,has,时间
古籍,has,装帧
电子电器产品,has,传输接口
陶瓷制品,has,时代
钢材,has,材料
养成游戏,has,时间
虾类,has,配料
图书,has,期刊
硬盘,has,生产厂商
记录仪,has,镜头
数码产品,has,驱动
角色扮演游戏,has,安卓游戏授权
中学校,has,在校生
摄像头,has,PC接口类型
图册,has,开本
豆科菜,has,所用厨具
菜品,has,杏鲍菇
菜品,has,蚝油
打印机,has,感光材料
歌曲,has,吉它
运动员,has,教练
蔬菜类及制品,has,配料
植物,has,代表植物
角色扮演游戏,has,内存
冒险游戏,has,开发厂商
音箱,has,蓝牙版本
博物馆,has,材质
电脑硬件,has,生产厂商
动画片,has,主题曲
物品,has,人物
菌菇类,has,特有种
医院,has,床位
桌上游戏,has,开发商
动作类小游戏,has,支持终端
公立小学,has,教学班
数码产品,has,硬盘盘位
纪录片,has,电影公司
虾类,has,调味料
戏曲,has,发行公司
鱼类,has,原材料
音乐团体,has,民族
游戏,has,日期
电脑,has,CPU架构
蛋糕,has,主要食材
期刊,has,国内统一刊号
电子数码配件,has,开本
射击类小游戏,has,画面
厨房电器,has,冷藏室
图书,has,出版社总部
图书,has,歌曲原唱
安全软件,has,开发商
手机游戏,has,屏幕
歌曲,has,合唱编写
蔬菜类及制品,has,调味料
电脑硬件,has,芯片
歌曲,has,国语版
数码产品,has,转换器
古代职位,has,年代
文玩古董,has,材质
笔记本电脑,has,存储容量
图书,has,开本/纸张
显示器,has,最佳观看距离
组织机构,has,主任委员
文学作品,has,出版社
物品,has,面板
热水器,has,点火方式
智力游戏,has,支持终端
油画,has,材质
数码产品,has,复印色彩
数码产品,has,显示芯片
肉禽蛋类,has,主要材料
歌曲,has,管弦乐编写
图画书,has,开本
冰箱,has,冷藏室(L)
Flash小游戏,has,日期
数码产品,has,CPU主频
3G手机,has,主屏尺寸
政治人物,has,职业
服务器,has,主芯片组
公司,has,住所
学者,has,民族
显卡,has,主板芯片组
植物,has,书页号
豆科菜,has,配料
数码产品,has,显存位宽
应用软件,has,研发公司
数码产品,has,CPU插槽类型
导航仪,has,FM发射
故事书,has,装帧
公寓,has,物业公司
数码产品,has,USB接口
动物,has,寄主昆虫
电脑,has,显存容量
汤,has,调味品
古诗词,has,时代
漫画作品,has,出品公司
乐团,has,经纪公司
贝壳类,has,亚种
高校在校生,has,国籍
学院,has,书记
网游小说,has,装帧
机械设备,has,主机尺寸
